Date,Workout,,,,,,,,
2015-11-21 18:32,231,,,,,,,,
2015-11-21 18:32,231,,,,,,,,
2015-11-21 18:32,231,,,,,,,,
2015-11-21 18:32,274,,,,,,,,
2015-11-21 18:32,274,,,,,,,,
2015-11-21 18:32,274,,,,,,,,
2015-11-21 18:32,274,,,,,,,,
2015-11-21 18:32,66,,,,,,,,
2015-11-21 18:32,66,,,,,,,,
2015-11-21 18:32,66,,,,,,,,
2015-11-21 18:32,66,,,,,,,,
2015-11-21 18:32,272,,,,,,,,
2015-11-21 18:32,272,,,,,,,,
2015-11-21 18:32,272,,,,,,,,
2015-11-21 18:32,231,,,,,,,,
2015-11-21 18:32,231,,,,,,,,
2015-11-21 18:32,231,,,,,,,,
2015-11-24 16:45,225,,,,,,,,
2015-11-24 16:45,225,,,,,,,,
2015-11-24 16:45,225,,,,,,,,
2015-11-24 16:45,225,,,,,,,,
2015-11-24 16:45,265,,,,,,,,
2015-11-24 16:45,265,,,,,,,,
2015-11-24 16:45,265,,,,,,,,
2015-11-24 16:45,265,,,,,,,,
2015-11-24 16:45,265,,,,,,,,
2015-11-24 16:45,265,,,,,,,,
2015-11-24 16:45,225,,,,,,,,
2015-11-24 16:45,225,,,,,,,,
2015-11-24 16:45,197,,,,,,,,
2015-11-24 16:45,91,,,,,,,,
2015-11-24 16:45,91,,,,,,,,
2015-11-24 16:45,91,,,,,,,,
2015-11-24 16:45,91,,,,,,,,
2015-11-24 16:45,265,,,,,,,,
2015-11-24 16:45,265,,,,,,,,
2015-11-24 16:45,265,,,,,,,,
2015-11-24 16:45,265,,,,,,,,
2015-11-24 16:45,265,,,,,,,,
2015-11-24 16:45,265,,,,,,,,
2015-11-24 16:45,91,,,,,,,,
2015-11-24 16:45,91,,,,,,,,
2015-11-24 16:45,197,,,,,,,,
2015-11-25 18:53,24,,,,,,,,
2015-11-25 18:53,24,,,,,,,,
2015-11-25 18:53,24,,,,,,,,
2015-11-25 18:53,24,,,,,,,,
2015-11-25 18:53,24,,,,,,,,
2015-11-25 18:53,24,,,,,,,,
2015-11-25 18:53,24,,,,,,,,
2015-11-25 18:53,24,,,,,,,,
2015-11-25 18:53,24,,,,,,,,
2015-11-25 18:53,24,,,,,,,,
2015-11-25 18:53,24,,,,,,,,
2015-11-25 18:53,24,,,,,,,,
2015-11-25 18:53,24,,,,,,,,
2015-11-25 18:53,24,,,,,,,,
2015-11-25 18:53,24,,,,,,,,
2015-11-25 18:53,24,,,,,,,,
2015-11-26 11:43,274,,,,,,,,
2015-11-26 11:43,274,,,,,,,,
2015-11-26 11:43,274,,,,,,,,
2015-11-26 11:43,274,,,,,,,,
2015-11-26 11:43,274,,,,,,,,
2015-11-26 11:43,182,,,,,,,,
2015-11-26 11:43,182,,,,,,,,
2015-11-26 11:43,182,,,,,,,,
2015-11-26 11:43,182,,,,,,,,
2015-11-26 11:43,182,,,,,,,,
2015-11-26 11:43,231,,,,,,,,
2015-11-26 11:43,231,,,,,,,,
2015-11-26 11:43,148,,,,,,,,
2015-11-26 11:43,148,,,,,,,,
2015-11-26 11:43,274,,,,,,,,
2015-11-26 11:43,274,,,,,,,,
2015-11-26 11:43,274,,,,,,,,
2015-11-26 11:43,274,,,,,,,,
2015-11-26 11:43,274,,,,,,,,
2015-11-26 11:43,66,,,,,,,,
2015-11-26 11:43,66,,,,,,,,
2015-11-26 11:43,66,,,,,,,,
2015-11-26 11:43,66,,,,,,,,
2015-11-26 11:43,66,,,,,,,,
2015-11-26 11:43,231,,,,,,,,
2015-11-26 11:43,231,,,,,,,,
2015-11-26 11:43,148,,,,,,,,
2015-11-26 11:43,148,,,,,,,,
2015-11-28 16:28,197,,,,,,,,
2015-11-28 16:28,197,,,,,,,,
2015-11-28 16:28,197,,,,,,,,
2015-11-28 16:28,197,,,,,,,,
2015-11-28 16:28,197,,,,,,,,
2015-11-28 16:28,197,,,,,,,,
2015-11-28 16:28,197,,,,,,,,
2015-11-28 16:28,265,,,,,,,,
2015-11-28 16:28,265,,,,,,,,
2015-11-28 16:28,265,,,,,,,,
2015-11-28 16:28,265,,,,,,,,
2015-11-28 16:28,222,,,,,,,,
2015-11-28 16:28,222,,,,,,,,
2015-11-28 16:28,222,,,,,,,,
2015-11-28 16:28,256,,,,,,,,
2015-11-28 16:28,256,,,,,,,,
2015-11-28 16:28,197,,,,,,,,
2015-11-28 16:28,197,,,,,,,,
2015-11-28 16:28,197,,,,,,,,
2015-11-28 16:28,197,,,,,,,,
2015-11-28 16:28,197,,,,,,,,
2015-11-28 16:28,197,,,,,,,,
2015-11-28 16:28,197,,,,,,,,
2015-11-28 16:28,265,,,,,,,,
2015-11-28 16:28,265,,,,,,,,
2015-11-28 16:28,265,,,,,,,,
2015-11-28 16:28,265,,,,,,,,
2015-11-28 16:28,222,,,,,,,,
2015-11-28 16:28,222,,,,,,,,
2015-11-28 16:28,222,,,,,,,,
2015-11-28 16:28,256,,,,,,,,
2015-11-28 16:28,256,,,,,,,,
2015-11-30 14:23,274,,,,,,,,
2015-11-30 14:23,274,,,,,,,,
2015-11-30 14:23,274,,,,,,,,
2015-11-30 14:23,274,,,,,,,,
2015-11-30 14:23,274,,,,,,,,
